Day,Sales (USD),Unique Sellers,Unique Buyers,Total Txns,Avg Sale (USD),Wash (USD),Wash Txn,Trade Profit,Supply,Eth price (USD),Total eth vol,Eth change per,Bitcoin price ,Total bitcoin vol ,Bitcoin change per,Gas Price 
"June 16, 2021","$12,353,281.48","33,079","21,406","115,118",$107.31,"$67,444.02",112,"$281,816.62","455,957","2,367.28",1.37M,-6.94%,"38,336.00",123.52K,-4.53%,22743300318
"June 17, 2021","$12,400,162.34","34,489","22,942","114,433",$108.36,"$17,512.14",55,"-$420,567.19","457,855","2,371.62",1.06M,0.18%,"38,052.00",109.58K,-0.74%,24807002704
"June 18, 2021","$12,506,598.11","30,980","26,405","122,827",$101.82,"$122,251.89",99,"$22,664.14","463,353","2,229.53",778.79K,-5.99%,"35,749.40",102.84K,-6.05%,24274221643
"June 19, 2021","$14,439,317.17","28,093","22,364","100,112",$144.23,"$48,655.69",74,"$1,531,581.79","464,642","2,166.91",1.08M,-2.81%,"35,513.40",105.46K,-0.66%,18577786601
"June 20, 2021","$22,202,616.07","25,874","23,299","106,251",$208.96,"$87,466.97",142,"$2,733,526.86","466,038","2,243.86",1.42M,3.55%,"35,595.80",137.48K,0.23%,20783797940
"June 21, 2021","$21,186,271.95","30,588","26,864","119,767",$176.90,"$316,482.61",271,"$635,589.92","487,172","1,891.18",2.69M,-15.72%,"31,692.00",256.87K,-10.97%,46590886180
"June 22, 2021","$13,224,620.52","27,618","26,092","119,433",$110.73,"$82,354.85",145,"-$127,555.93","484,124","1,876.66",2.84M,-0.77%,"32,496.40",309.65K,2.54%,73163723292
"June 23, 2021","$11,965,648.49","29,261","26,210","100,592",$118.95,"$76,597.80",126,"$496,363.43","483,921","1,968.39",1.77M,4.89%,"33,674.30",173.34K,3.62%,25285766550
"June 24, 2021","$12,776,914.33","35,001","30,303","109,598",$116.58,"$152,645.84",163,"$253,230.26","489,868","1,989.14",1.64M,1.05%,"34,665.80",119.25K,2.94%,22090212482
"June 25, 2021","$17,025,263.54","40,156","31,093","145,130",$117.31,"$381,398.74",128,"$514,228.83","493,060","1,810.57",1.65M,-8.98%,"31,594.00",193.43K,-8.86%,28010226315
"June 26, 2021","$15,876,959.59","66,729","34,232","166,891",$95.13,"$142,866.15",119,"$613,910.68","490,695","1,830.62",1.99M,1.11%,"32,243.40",156.67K,2.06%,18761864623
"June 27, 2021","$22,146,286.81","39,391","31,531","146,268",$151.41,"$161,998.97",204,"$169,837.98","492,597","1,979.88",1.87M,8.15%,"34,678.50",148.80K,7.55%,25645892227
"June 28, 2021","$17,661,005.60","32,145","26,265","114,758",$153.90,"$224,424.99",242,-$934.09,"490,868","2,083.09",2.19M,5.21%,"34,475.90",112.00K,-0.58%,23714125368
"June 29, 2021","$17,708,537.07","35,683","29,895","133,196",$132.95,"$113,667.02",161,"$378,088.20","505,180","2,158.71",898.06K,3.63%,"35,834.70",97.27K,3.94%,26266202579
"June 30, 2021","$26,439,678.34","37,980","38,630","158,715",$166.59,"$116,346.84",175,"$377,901.79","525,238","2,273.84",1.90M,5.33%,"35,026.90",107.07K,-2.25%,32002625993
"July 01, 2021","$17,896,315.24","31,030","28,755","119,122",$150.24,"$79,263.49",116,"$72,093.18","536,804","2,109.11",1.71M,-7.24%,"33,543.60",27.41K,-4.23%,25133110011
"July 02, 2021","$23,231,494.53","32,709","31,381","138,311",$167.97,"$177,150.01",161,"$216,918.96","542,598","2,154.78",1.39M,2.17%,"33,813.40",78.93K,0.80%,20722209911
"July 03, 2021","$23,413,263.33","27,291","29,181","124,560",$187.97,"$108,335.94",176,"$480,185.40","558,435","2,224.70",1.28M,3.25%,"34,742.80",55.69K,2.75%,18841863418
"July 04, 2021","$25,560,844.94","25,606","28,963","122,557",$208.56,"$123,383.21",215,"$887,209.14","549,955","2,323.22",1.39M,4.43%,"35,298.20",56.13K,1.60%,16413877925
"July 05, 2021","$25,553,300.55","26,703","28,250","124,846",$204.68,"$110,635.64",192,"$385,697.13","560,119","2,196.16",822.95K,-5.47%,"33,687.80",88.36K,-4.56%,20318933757
"July 06, 2021","$28,510,819.97","29,691","29,944","128,842",$221.29,"$149,861.09",159,"$266,486.03","544,603","2,322.72",1.78M,5.76%,"34,225.60",83.63K,1.60%,54871815247
"July 07, 2021","$36,102,034.34","45,808","42,346","166,006",$217.47,"$152,840.85",177,"$1,399,474.37","565,129","2,316.57",1.32M,-0.26%,"33,867.80",72.03K,-1.05%,40369381391
"July 08, 2021","$34,070,305.10","30,303","34,867","130,640",$260.80,"$969,147.06",244,"$357,194.55","566,998","2,120.22",1.82M,-8.48%,"32,866.30",108.09K,-2.96%,37478388049
"July 09, 2021","$38,139,705.50","45,606","44,508","173,491",$219.84,"$420,929.93",223,"$862,422.69","574,951","2,145.89",1.42M,1.21%,"33,797.40",67.14K,2.83%,30266605013
"July 10, 2021","$36,386,716.83","47,732","40,201","159,711",$227.83,"$218,225.02",171,"$605,345.53","579,436","2,111.12",929.32K,-1.62%,"33,510.60",50.94K,-0.85%,18988461455
"July 11, 2021","$35,820,070.07","36,172","35,870","146,982",$243.70,"$171,709.74",182,"$1,170,980.58","584,941","2,139.35",724.84K,1.34%,"34,227.70",35.72K,2.14%,15796724325
"July 12, 2021","$43,530,886.84","40,148","42,502","151,739",$286.88,"$165,760.80",200,"$541,998.00","583,760","2,035.09",540.10K,-4.87%,"33,113.00",63.24K,-3.26%,30407815045
"July 13, 2021","$34,730,720.34","42,434","40,516","152,287",$228.06,"$154,163.13",215,"$722,491.03","579,975","1,940.72",717.85K,-4.64%,"32,728.10",60.04K,-1.16%,32450026038
"July 14, 2021","$56,468,312.61","42,619","44,296","157,446",$358.65,"$195,188.06",193,"$688,218.54","596,718","1,994.64",1.05M,2.78%,"32,820.70",69.56K,0.28%,45974504881
"July 15, 2021","$47,408,971.07","39,487","45,062","147,210",$322.05,"$217,950.75",210,"$1,572,193.78","608,403","1,917.21",645.06K,-3.88%,"31,840.50",76.95K,-2.99%,45196906108
"July 16, 2021","$43,018,075.44","36,043","41,022","179,903",$239.12,"$350,324.53",249,"$1,649,289.25","639,726","1,878.20",619.62K,-2.03%,"31,394.00",70.48K,-1.40%,42029589044
"July 17, 2021","$40,252,286.18","35,018","40,482","156,769",$256.76,"$234,203.91",187,"$2,090,037.81","653,051","1,897.98",623.52K,1.05%,"31,518.60",58.06K,0.40%,29976286417
"July 18, 2021","$31,365,959.88","29,776","36,511","139,194",$225.34,"$182,072.00",250,"$1,075,938.69","647,877","1,892.42",829.77K,-0.29%,"31,785.40",57.01K,0.85%,30497194578
"July 19, 2021","$30,670,493.53","28,121","33,450","122,521",$250.33,"$210,507.02",262,"$398,459.82","660,461","1,818.07",802.78K,-3.93%,"30,837.20",77.48K,-2.98%,30440382000
"July 20, 2021","$30,944,022.51","30,494","36,382","136,271",$227.08,"$217,401.57",366,"$631,146.42","668,245","1,786.07",1.20M,-1.76%,"29,793.80",97.46K,-3.38%,35422941438
"July 21, 2021","$26,076,020.60","31,322","35,335","117,342",$222.22,"$253,099.63",283,"$835,870.05","665,258","1,994.49",1.51M,11.67%,"32,131.40",118.34K,7.85%,27173423658
"July 22, 2021","$33,705,258.63","36,151","39,107","175,364",$192.20,"$134,336.74",228,"$651,691.20","682,166","2,024.58",1.02M,1.51%,"32,298.90",64.87K,0.52%,33177581738
"July 23, 2021","$43,315,555.89","40,287","44,617","168,711",$256.74,"$356,027.05",218,"$596,835.06","701,545","2,123.61",961.67K,4.89%,"33,603.30",66.15K,4.04%,35451146095
"July 24, 2021","$38,092,417.03","33,933","37,460","133,265",$285.84,"$170,759.56",280,"$754,927.47","707,959","2,151.85",907.11K,1.33%,"33,824.80",67.14K,0.66%,24896279188
"July 25, 2021","$42,020,472.54","32,286","36,657","133,550",$314.64,"$233,286.45",370,"$790,498.49","711,802","2,189.79",786.94K,1.76%,"35,391.10",65.10K,4.63%,23442307403
"July 26, 2021","$36,810,234.95","30,121","33,092","126,548",$290.88,"$239,551.70",311,"$964,198.06","716,548","2,229.53",1.89M,1.81%,"37,276.60",177.63K,5.33%,42016473026
"July 27, 2021","$53,924,242.92","29,567","35,838","135,068",$399.24,"$279,800.77",225,"$503,298.39","748,737","2,300.22",1.25M,3.17%,"39,452.00",100.24K,5.84%,40656771727
"July 28, 2021","$55,742,812.91","30,370","39,039","145,428",$383.30,"$999,397.24",405,"$655,795.11","775,881","2,299.11",968.94K,-0.05%,"40,003.20",148.92K,1.40%,46698873266
"July 29, 2021","$55,573,423.92","31,900","38,091","138,380",$401.60,"$501,184.99",349,"-$62,131.38","794,881","2,380.93",642.75K,3.56%,"40,001.40",75.30K,0.00%,34329937499
"July 30, 2021","$78,318,567.47","32,664","38,310","133,138",$588.25,"$917,969.97",276,"$467,678.00","806,144","2,460.95",1.03M,3.36%,"42,203.40",98.45K,5.50%,39490647512
"July 31, 2021","$111,268,216.75","35,313","39,988","147,150",$756.16,"$833,854.75",278,"$3,155,295.30","815,280","2,532.19",507.08K,2.89%,"41,553.70",44.65K,-1.54%,44287844806
"August 01, 2021","$128,484,023.52","32,877","40,581","146,904",$874.61,"$774,516.64",245,"$5,451,351.83","841,485","2,556.23",1.20M,0.95%,"39,878.30",80.33K,-4.03%,39568132114
"August 02, 2021","$86,658,780.01","37,301","42,683","165,107",$524.86,"$625,896.73",270,"$1,421,102.74","854,660","2,608.04",970.67K,2.03%,"39,168.40",74.81K,-1.78%,44396980231
"August 03, 2021","$95,373,224.75","45,509","53,828","202,696",$470.52,"$353,550.62",208,"$3,753,419.63","875,699","2,506.65",158.45K,-3.89%,"38,130.30",0.26K,-2.65%,48965615995
"August 04, 2021","$131,401,089.96","38,708","47,134","167,814",$783.02,"$552,730.09",294,"$12,654,913.76","893,530","2,725.29",1.23M,8.72%,"39,736.90",79.22K,4.21%,45772397433
"August 05, 2021","$131,486,851.31","39,934","50,316","181,802",$723.24,"$563,267.37",343,"$6,796,079.04","900,598","2,827.21",1.65M,3.74%,"40,867.20",130.60K,2.84%,64498157332
"August 06, 2021","$152,443,158.79","41,913","51,352","175,679",$867.74,"$2,335,306.43",368,"$10,182,506.77","915,906","2,889.43",1.06M,2.20%,"42,795.40",111.93K,4.72%,54095411950
"August 07, 2021","$106,468,386.07","39,521","46,898","178,154",$597.62,"$1,961,938.23",464,"$10,486,636.12","926,199","3,158.00",64.84K,9.29%,"44,614.20",112.84K,4.25%,53823017552
"August 08, 2021","$119,084,528.11","39,472","46,856","164,680",$723.13,"$744,967.26",498,"$10,281,576.11","934,148","3,012.07",1.25M,-4.62%,"43,792.80",105.25K,-1.84%,50740583150
"August 09, 2021","$133,921,305.91","41,652","52,669","192,283",$696.48,"$1,136,189.15",415,"$5,967,839.36","956,644","3,162.93",1.44M,5.01%,"46,284.30",117.08K,5.69%,62245603314
"August 10, 2021","$120,142,304.69","44,623","56,194","193,191",$621.88,"$1,140,373.62",672,"$4,635,708.72","995,606","3,140.71",1.12M,-0.70%,"45,593.80",80.55K,-1.49%,65215176708
"August 11, 2021","$110,074,444.04","45,154","61,983","168,927",$651.61,"$1,610,541.76",782,"$4,568,360.40","996,570","3,163.66",950.12K,0.73%,"45,564.30",75.43K,-0.06%,67302786720
"August 12, 2021","$98,536,744.35","42,437","49,852","148,873",$661.88,"$824,244.85",559,"$1,959,916.44","999,118","3,043.61",965.63K,-3.79%,"44,403.40",81.07K,-2.55%,58916336779
"August 13, 2021","$114,989,249.24","43,890","51,876","161,918",$710.17,"$2,198,056.68",526,"$5,412,644.95","1,037,159","3,322.43",795.54K,9.16%,"47,809.10",75.27K,7.67%,62916929886
"August 14, 2021","$119,881,721.34","44,128","53,565","170,277",$704.04,"$1,191,044.09",687,"$4,903,808.32","1,065,152","3,264.69",658.60K,-1.74%,"47,081.50",64.29K,-1.52%,53617974436
"August 15, 2021","$123,412,996.04","44,703","58,396","197,286",$625.55,"$1,972,506.09",634,"$4,988,008.46","1,090,488","3,308.87",782.81K,1.35%,"46,991.30",58.11K,-0.19%,62553842764
"August 16, 2021","$99,843,947.60","51,675","62,401","216,918",$460.28,"$1,314,754.88",778,"$2,242,416.52","1,123,766","3,147.65",859.09K,-4.87%,"45,996.30",2.41K,-2.12%,61227895718
"August 17, 2021","$94,477,864.12","58,055","77,633","198,561",$475.81,"$1,255,005.10",549,"$2,083,248.41","1,153,976","3,014.58",1.06M,-4.23%,"44,691.60",84.14K,-2.84%,57136391227
"August 18, 2021","$96,184,722.14","49,819","55,878","174,176",$552.23,"$912,418.53",586,"$1,985,532.50","1,178,223","3,016.91",750.74K,0.08%,"44,723.80",22.36K,0.07%,53671161049
"August 19, 2021","$92,394,588.52","57,114","61,628","198,619",$465.19,"$1,055,571.21",580,"$3,745,049.95","1,192,893","3,184.82",844.13K,5.57%,"46,755.90",77.92K,4.54%,51748682012
"August 20, 2021","$142,743,146.89","57,671","60,602","181,427",$786.78,"$945,795.82",455,"$5,631,710.39","1,231,808","3,284.21",739.32K,3.12%,"49,324.00",83.19K,5.49%,48398307664
"August 21, 2021","$152,419,875.08","50,085","55,244","178,620",$853.32,"$1,489,978.91",526,"$10,751,628.17","1,256,225","3,223.96",768.74K,-1.83%,"48,875.80",18.20K,-0.91%,40395653415
"August 22, 2021","$155,762,651.87","51,891","56,689","164,078",$949.32,"$1,147,926.41",619,"$5,571,859.38","1,269,179","3,238.70",747.65K,0.46%,"49,254.50",49.32K,0.77%,40824934168
"August 23, 2021","$323,636,033.73","56,986","62,068","186,120","$1,738.86","$1,487,787.25",622,"$16,403,542.53","1,284,025","3,319.49",1.09M,2.49%,"49,539.70",75.37K,0.58%,67801123728
"August 24, 2021","$270,823,621.40","62,038","69,043","205,888","$1,315.39","$2,599,075.19",563,"$18,144,577.72","1,313,705","3,173.26",988.82K,-4.41%,"47,714.70",74.26K,-3.68%,86798598845
"August 25, 2021","$239,108,432.00","57,627","78,752","214,601","$1,114.20","$1,797,678.46",536,"$13,967,555.35","1,328,002","3,228.15",923.13K,1.73%,"48,994.50",63.54K,2.68%,102281584369
"August 26, 2021","$209,123,883.54","59,720","68,416","205,015","$1,020.04","$2,551,444.60",606,"$12,871,188.74","1,373,792","3,093.54",118.44K,-4.17%,"46,831.60",73.79K,-4.41%,97977717090
"August 27, 2021","$272,625,922.90","58,622","78,787","239,136","$1,140.05","$1,715,619.25",740,"$17,443,288.98","1,469,800","3,273.58",839.54K,5.82%,"49,064.30",62.47K,4.77%,121232572405
"August 28, 2021","$418,174,905.17","74,973","85,000","239,596","$1,745.33","$2,341,953.39",783,"$46,185,021.10","1,496,852","3,243.90",466.21K,-0.91%,"48,897.10",36.73K,-0.34%,89483984349
"August 29, 2021","$480,986,009.82","60,395","81,127","234,197","$2,053.77","$3,264,975.01",815,"$78,024,738.30","1,549,976","3,222.16",643.73K,-0.67%,"48,777.40",47.62K,-0.24%,100686224824
"August 30, 2021","$331,793,335.03","64,870","79,937","218,591","$1,517.87","$2,549,101.44",833,"$50,954,007.82","1,599,395","3,225.67",966.58K,0.11%,"46,992.70",61.68K,-3.66%,114338805789
"August 31, 2021","$264,910,777.66","69,177","93,544","244,650","$1,082.82","$2,712,492.64",891,"$44,591,497.23","1,680,762","3,430.74",1.52M,6.36%,"47,130.40",71.48K,0.29%,121467889345
"September 01, 2021","$263,648,214.62","60,802","76,868","219,392","$1,201.72","$2,769,403.26",965,"$43,586,547.11","1,712,002","3,832.73",1.48M,11.72%,"48,819.40",74.38K,3.58%,136212882273
"September 02, 2021","$249,862,990.05","61,869","73,380","201,528","$1,239.84","$3,095,374.86",894,"$30,738,685.74","1,782,233","3,786.19",928.70K,-1.21%,"49,274.30",80.21K,0.93%,117151148070
"September 03, 2021","$205,634,462.78","55,719","63,025","177,214","$1,160.37","$1,718,048.57",729,"$28,360,793.60","1,805,152","3,936.29",1.20M,3.96%,"49,999.00",88.08K,1.47%,159341576690
"September 04, 2021","$212,119,406.82","56,483","73,010","201,127","$1,054.65","$2,047,545.58",784,"$17,203,807.23","1,821,951","3,884.97",672.53K,-1.30%,"49,918.40",48.14K,-0.16%,127146983966
"September 05, 2021","$185,149,854.11","57,427","72,456","206,411",$897.00,"$2,034,428.80",715,"$21,236,304.88","1,910,630","3,950.62",714.16K,1.69%,"51,768.60",57.30K,3.71%,116327025581
"September 06, 2021","$195,729,049.38","62,262","81,845","217,499",$899.91,"$1,655,601.48",675,"$17,193,294.37","2,014,266","3,927.21",764.56K,-0.59%,"52,672.10",69.46K,1.75%,124071173970
"September 07, 2021","$161,880,890.88","62,890","82,328","185,036",$874.86,"$1,967,331.44",730,"$10,852,933.61","2,050,922","3,423.12",2.47M,-12.84%,"46,779.60",187.56K,-11.19%,213999180196
"September 08, 2021","$148,277,699.69","63,489","78,998","192,022",$772.19,"$1,264,025.44",490,"$10,626,918.86","2,120,538","3,495.10",780.68K,2.10%,"46,061.40",100.48K,-1.54%,156644999311
"September 09, 2021","$139,847,971.28","64,569","86,532","220,192",$635.12,"$1,307,977.65",795,"$9,528,061.83","2,227,579","3,423.51",1.09M,-2.05%,"46,385.60",73.63K,0.70%,151691169447
"September 10, 2021","$102,609,845.77","58,884","71,648","183,891",$557.99,"$903,149.57",663,"$4,495,598.87","2,278,957","3,207.27",1.21M,-6.32%,"44,842.80",75.62K,-3.33%,107413546013
"September 11, 2021","$89,542,431.39","53,648","65,939","162,631",$550.59,"$843,360.36",560,"$4,971,288.21","2,308,993","3,267.33",732.95K,1.87%,"45,161.90",41.58K,0.71%,70547078252
"September 12, 2021","$72,954,521.44","46,998","61,233","155,957",$467.79,"$754,298.62",492,"$3,971,129.20","2,360,041","3,408.28",805.97K,4.31%,"46,062.30",44.52K,1.99%,66302908949
"September 13, 2021","$111,235,732.40","48,389","61,885","164,610",$675.75,"$1,274,079.01",697,"$7,033,790.35","2,391,478","3,284.52",1.34M,-3.63%,"44,949.50",96.15K,-2.42%,106664321726
"September 14, 2021","$94,666,958.35","51,259","73,317","162,558",$582.36,"$1,595,400.41",498,"$8,555,232.62","2,402,081","3,428.87",720.34K,4.39%,"47,077.50",65.33K,4.73%,74476216590
"September 15, 2021","$132,595,749.04","51,693","68,189","186,592",$710.62,"$1,243,676.60",469,"$8,507,979.90","2,454,508","3,611.90",790.27K,5.34%,"48,130.60",63.40K,2.24%,75053250319
"September 16, 2021","$171,152,265.45","64,420","78,379","224,831",$761.25,"$1,532,365.71",585,"$9,285,819.00","2,522,995","3,569.43",195.79K,-1.18%,"47,748.00",60.91K,-0.80%,89060409614
"September 17, 2021","$113,499,351.08","72,035","84,835","231,844",$489.55,"$1,374,024.01",552,"$9,028,547.02","2,579,118","3,398.65",748.10K,-4.78%,"47,282.80",50.16K,-0.97%,80831792329
"September 18, 2021","$114,681,713.66","66,648","72,745","215,595",$531.93,"$1,767,788.46",600,"$7,007,053.89","2,625,029","3,435.97",600.19K,1.10%,"48,306.70",43.64K,2.17%,57959970897
"September 19, 2021","$115,087,744.43","66,040","71,491","204,180",$563.66,"$1,645,225.71",685,"$9,529,419.34","2,663,392","3,329.12",614.00K,-3.11%,"47,238.70",41.98K,-2.21%,65198396168
"September 20, 2021","$93,568,918.46","62,731","73,169","237,159",$394.54,"$1,563,266.47",622,"$5,232,845.01","2,741,399","2,976.05",1.72M,-10.61%,"42,870.60",77.96K,-9.25%,93627396666
"September 21, 2021","$88,010,791.93","63,627","81,709","238,383",$369.20,"$1,037,775.08",797,"$2,477,080.80","2,779,536","2,761.52",1.79M,-7.21%,"40,651.30",142.55K,-5.18%,106504123903
"September 22, 2021","$92,472,331.77","68,383","77,916","222,761",$415.12,"$743,372.81",615,"$2,623,720.62","2,816,307","3,077.78",1.19M,11.45%,"43,551.60",93.98K,7.13%,73923487712
"September 23, 2021","$130,119,612.00","80,439","87,720","244,059",$533.15,"$1,904,845.99",678,"$5,026,317.89","2,859,968","3,152.92",841.54K,2.44%,"44,869.20",74.54K,3.03%,91230950648
"September 24, 2021","$114,816,284.69","72,044","88,477","239,235",$479.93,"$1,835,057.34",629,"$5,585,450.18","2,902,262","2,928.57",1.74M,-7.12%,"42,819.90",128.88K,-4.57%,78526866487
"September 25, 2021","$113,129,715.64","70,999","95,512","227,218",$497.89,"$1,662,966.69",665,"$4,682,834.98","2,970,398","2,922.55",975.49K,-0.21%,"42,686.80",46.35K,-0.31%,50962187650
"September 26, 2021","$108,488,198.61","56,103","81,751","218,731",$495.99,"$1,390,807.63",796,"$8,261,210.23","3,016,631","3,063.51",1.33M,4.82%,"43,203.40",69.91K,1.21%,71250486571
"September 27, 2021","$148,443,627.35","67,044","82,526","290,294",$511.36,"$1,274,131.33",751,"$9,298,851.59","3,082,149","2,926.24",865.30K,-4.48%,"42,172.60",54.12K,-2.39%,138455152357
"September 28, 2021","$145,662,964.07","76,147","95,365","265,913",$547.78,"$997,161.49",676,"$8,079,001.37","3,383,249","2,807.28",896.28K,-4.07%,"41,022.30",60.01K,-2.73%,95008647483
"September 29, 2021","$128,347,825.00","77,315","96,372","281,136",$456.53,"$1,526,319.40",776,"$7,974,272.72","3,433,640","2,851.50",728.86K,1.57%,"41,536.80",48.21K,1.25%,83688301230
"September 30, 2021","$163,216,334.93","75,618","90,409","302,088",$540.29,"$1,270,995.47",724,"$18,479,605.17","3,510,773","3,000.59",968.23K,5.23%,"43,823.30",64.32K,5.50%,107078373237
"October 01, 2021","$160,000,884.04","79,859","110,024","330,709",$483.81,"$2,315,858.04",842,"$13,881,193.92","3,623,243","3,309.13",1.14M,10.28%,"48,146.00",94.66K,9.86%,93359939426
"October 02, 2021","$155,298,395.09","81,717","96,007","279,072",$556.48,"$1,000,176.30",782,"$19,964,484.94","3,690,646","3,388.97",778.15K,2.41%,"47,666.90",39.82K,-1.00%,68628077449
"October 03, 2021","$196,334,591.93","83,526","98,833","293,098",$669.86,"$1,758,928.58",806,"$30,949,075.99","3,795,675","3,417.34",642.59K,0.84%,"48,200.10",42.41K,1.12%,65821653497
"October 04, 2021","$219,835,013.29","101,620","118,652","361,378",$608.32,"$3,429,819.67",681,"$27,081,946.15","3,849,056","3,382.90",826.83K,-1.01%,"49,227.30",66.92K,2.13%,105762393776
"October 05, 2021","$209,501,733.83","103,387","126,769","328,548",$637.66,"$2,914,592.17",760,"$22,186,537.46","3,916,321","3,517.26",663.88K,3.97%,"51,469.30",76.63K,4.55%,130495357534
"October 06, 2021","$172,131,656.72","83,212","90,636","248,976",$691.36,"$2,340,786.85",783,"$14,291,154.54","3,974,015","3,575.41",1.05M,1.65%,"55,323.20",116.26K,7.49%,150034552460
"October 07, 2021","$151,109,546.37","90,957","112,928","322,898",$467.98,"$2,659,444.50",610,"$9,771,842.43","4,048,862","3,586.00",826.29K,0.30%,"53,783.90",75.68K,-2.78%,151975664165
"October 08, 2021","$147,034,225.25","96,000","118,979","337,704",$435.39,"$1,942,286.03",647,"$8,514,081.50","4,125,588","3,559.42",681.74K,-0.74%,"53,914.70",64.05K,0.24%,126365894925
"October 09, 2021","$117,809,949.95","88,332","93,845","267,408",$440.56,"$2,019,079.57",812,"$4,973,291.10","4,165,349","3,574.20",464.11K,0.42%,"54,942.50",64.65K,1.91%,84647984176
"October 10, 2021","$126,241,265.21","79,983","96,446","274,440",$460.00,"$1,623,912.88",661,"$5,480,274.74","4,291,612","3,415.03",767.49K,-4.45%,"54,687.70",104.43K,-0.46%,86179335901
"October 11, 2021","$123,802,938.89","73,851","93,383","270,424",$457.81,"$1,926,210.84",876,"$6,177,468.15","4,350,904","3,545.06",683.24K,3.81%,"57,477.30",73.84K,5.10%,114272474792
"October 12, 2021","$110,175,360.37","75,936","100,159","251,636",$437.84,"$4,051,784.04",838,"$6,956,073.74","4,381,003","3,489.90",609.89K,-1.56%,"56,015.90",74.85K,-2.54%,97930380585
"October 13, 2021","$145,436,114.01","86,487","104,161","296,270",$490.89,"$3,143,688.13",743,"$7,086,915.86","4,437,301","3,607.28",557.18K,3.36%,"57,380.10",73.62K,2.44%,108522185833
"October 14, 2021","$124,843,181.74","76,615","95,944","249,195",$500.99,"$1,749,183.07",782,"$2,059,740.14","4,580,093","3,790.41",697.09K,5.08%,"57,345.80",59.84K,-0.06%,138988036863
"October 15, 2021","$138,588,648.57","69,398","84,938","242,519",$571.45,"$2,970,128.64",855,"$11,656,343.16","4,753,820","3,866.90",721.14K,2.02%,"61,672.50",121.48K,7.54%,152666220738
"October 16, 2021","$107,829,270.57","87,237","92,824","256,828",$419.85,"$3,353,711.95",799,"$1,974,998.65","4,926,190","3,827.55",527.61K,-1.02%,"60,861.10",49.93K,-1.32%,90967356392
"October 17, 2021","$117,311,531.78","76,016","91,052","246,183",$476.52,"$3,637,596.82",875,"$3,441,592.01","4,993,917","3,845.47",543.52K,0.47%,"61,527.50",53.39K,1.09%,80516798136
"October 18, 2021","$125,193,817.45","73,260","83,751","246,282",$508.34,"$3,228,252.43",663,"$1,425,257.60","5,019,093","3,747.60",578.21K,-2.55%,"62,056.30",80.15K,0.86%,113413635116
"October 19, 2021","$84,627,968.81","67,932","77,892","190,904",$443.30,"$4,215,222.15",597,"$4,008,144.53","5,040,119","3,876.78",488.60K,3.45%,"64,278.50",80.16K,3.58%,79599322886
"October 20, 2021","$81,024,755.60","65,868","79,071","206,728",$391.94,"$2,542,910.96",672,"$1,183,021.24","5,126,948","4,159.89",752.03K,7.30%,"65,979.10",79.87K,2.65%,87248508777
"October 21, 2021","$103,617,226.05","71,102","93,689","249,807",$414.79,"$1,601,134.47",760,"$2,453,088.55","5,172,843","4,054.16",1.14M,-2.54%,"62,210.20",105.38K,-5.71%,100283479294
"October 22, 2021","$113,299,420.76","71,452","89,846","259,500",$436.61,"$1,815,142.21",964,"$1,870,637.93","5,244,842","3,970.94",654.77K,-2.05%,"60,690.30",75.69K,-2.44%,91861894977
"October 23, 2021","$118,757,925.52","74,870","88,438","256,715",$462.61,"$1,294,805.28",983,"$6,635,978.93","5,280,784","4,168.85",487.03K,4.98%,"61,312.50",37.05K,1.03%,71610688632
"October 24, 2021","$87,181,222.37","66,385","85,278","224,128",$388.98,"$1,262,794.85","1,096","$3,965,171.17","5,356,741","4,082.80",507.63K,-2.06%,"60,866.50",42.67K,-0.73%,80106768615
"October 25, 2021","$93,468,064.43","67,518","78,671","249,400",$374.77,"$1,275,595.86",673,"$6,703,523.17","5,392,076","4,219.92",481.41K,3.36%,"63,067.00",51.06K,3.62%,104406968417
"October 26, 2021","$86,510,869.70","75,281","91,398","282,684",$306.03,"$2,043,270.16",498,"$3,709,403.70","5,227,296","4,129.51",559.29K,-2.14%,"60,310.80",57.13K,-4.37%,131867465257
"October 27, 2021","$89,751,485.05","69,711","91,468","268,629",$334.11,"$1,084,602.71",367,"$3,290,576.70","5,259,847","3,921.93",1.07M,-5.03%,"58,438.10",88.11K,-3.11%,177194359917
"October 28, 2021","$84,152,854.38","72,217","102,676","282,670",$297.71,"$1,193,463.83",350,"$4,525,726.67","5,294,560","4,284.90",865.80K,9.25%,"60,582.50",88.47K,3.67%,198025656236
"October 29, 2021","$81,605,675.04","83,574","105,527","280,670",$290.75,"$1,228,114.50",672,"$3,970,894.93","5,332,080","4,413.70",781.57K,3.01%,"62,242.80",63.39K,2.74%,183858697954
"October 30, 2021","$63,554,298.51","70,475","76,949","228,331",$278.34,"$902,190.65",498,"$2,586,029.67","5,431,450","4,320.65",494.87K,-2.11%,"61,840.10",40.51K,-0.65%,171249056720
"October 31, 2021","$73,127,823.54","69,043","75,438","213,942",$341.81,"$1,711,926.34",591,"$1,632,212.66","5,445,257","4,287.56",555.32K,-0.77%,"61,309.60",50.06K,-0.86%,157063157000
"November 01, 2021","$71,006,694.90","78,149","91,695","253,494",$280.11,"$1,596,341.27",459,"$1,947,153.01","5,524,015","4,320.85",574.26K,0.78%,"60,915.30",61.21K,-0.64%,166950788377
